Original,Translate,Translate_GPT_1
"Sed i’ t’aporto alcun buon argomento,","Pero te traeré buenas noticias,",Pero te daré una buena noticia.
Che ti trarrà di questo tuo tormento?».,"que te librará de este tormento tuyo?""","""¿Qué te libera de tu sufrimiento?"""
"I’ dissi: «Sì, d’un verde fino e bello;","Le dije: ""Sí, con un verde fino y hermoso,","Le dije: ""Sí, con un verde hermoso y atractivo."
"Ma, sì sacciate, non fia san’ pennello",Pero sepan que no será sin un pincel.,Pero sepan que no será sin un cepillo.
"Di grigio, con ogni’altro guernimento».","de gris, con todos los otros adornos.","de aspecto grisáceo, con todos los demás adornos."
"D’Amico mi sovenne, che mi disse","Me vino a la mente Amigo, que me dijo",Me vino a la mente un compañero que me informó
"Ched i’ faciesse larga promessione,","Para que yo hiciera una gran promesa,",Para que yo hiciera una gran promesa.
"Ma ’l più, ch’i’ posso, il pagar soferisse:",pero pagar lo más posible si fuera necesario:,pero para pagar lo máximo si fuera necesario
Avegnia ch’i’ avea ferma ’ntenzione,No importa lo firme que sea mi intención.,No importa lo decidido que fuera.
"De dar ben a coste’, s’ella m’aprisse,","De dar mucho, si me hubiera dicho",Podría haber dado mucho si me hubiera informado.
Che quell’uscisse   fuor della pregione.,Que saldría del cautiverio.,que sería liberado de la detención.
"La Vechia disse allor: «Amico mio,","La vieja dijo: ""Amigo mío,","Entonces la anciana dijo: ""Compañero mío,"
"Queste son le novelle, ch’i’   t’aporto:",Estas son las noticias que te traigo:,Esta es la información que te transmito:
Bellacoglienza salute e conforto,"Hermosa salud y consuelo,","Recepción, bienestar, y confort."
"Te manda, se m’aiuti l’alto Dio;","Te envía, si me ayudas el Dios alto;",Te envía si me ayudas con el Altísimo.
Sì ch’i’   ti dico ben ched i’   cred’io,Te digo que te creo.,Te aseguro que te creo.
Che•lla tua nave ariverà a tal porto,Que tu barco llegará a ese puerto.,Que tu barco llegará a ese puerto.
Che•ttu sì coglierai   il Fior dell’orto».,"Que cogerás la Flor del Jardín.""",Que vas a recoger el capullo del jardín.
"Questo motto fu quel, che mi guerio.",Este lema es lo que me curó.,Este apaciguador fue el que me sanó.
"«Or te dirò, amico, che farai:","Ahora te diré, amigo, ¿qué vas a hacer?","Ahora te informaré, camarada, ¿qué vas a hacer?"
"All’uscio, c’apre verso del giardino,","A la puerta que abre hacia el jardín,","A la puerta que conduce al jardín,"
Ben cheta mente tu te ne verai;,Tranquilamente te irás.,"Tranquilo, tú te irás."
"Ed i’   sì me ne vo ’l dritto camino,",Y yo me iré por el camino recto.,Yo tomaré el camino recto.
"E sì farò c’aperto il troverai,","Y la encontraré abierta,",La descubriré abierta.
Sì che•ttu avrai   il Fior in tuo dimino».,Para que tengas la Flor en tu custodia.,Para que tengas la Flor en tu custodia.
"La Vechia atanto da me si diparte,","La vieja entonces se alejó de mí,",La anciana se alejó de mí.
"E ’l camin ebe tosto passegiato,","Y pronto el camino fue recorrido,",El viaje se realizó rápidamente.
"E quand’i’ fui un poco dimorato,","Y cuando me paré un poco,","Cuando me arresté por un momento,"
"Verso ’l giardin n’andai   da l’altra parte,","Fui al otro lado del jardín,",Me dirigí al otro lado del jardín.
"Pregando Idio, che mi conduca ’n parte,",Orando a Dios para que me lleve al lado,Suplicando a Dios que me guíe en la dirección
Ch’i’ de mia malatia fosse sanato.,Que mi enfermedad fuera sanada.,Que mi enfermedad se curara.
Aperto l’uscio sì ebi trovato;,Abierto la puerta encontré;,"Abrir la puerta, lo descubrí."
Ver è ch’era sochiuso tutto ad arte.,Todo estaba envuelto en el arte.,Estaba abierto con cuidado.
Co•molto gran paura dentro entrai;,Con mucho miedo entré dentro;,"Con gran estremecimiento, entré adentro;"
"Ma quand’i’ vidi Malabocca morto,","Pero cuando vi a Malabocca muerto,","Cuando murió Malabocca,"
Vie men del fatto mio sì mi dottai.,Me sentí menos preocupado por mi situación.,Me sentí menos ansioso por mi condición.
"Amor trovai,   che mi diè gran conforto","Encontré a Amor, que me dio gran consuelo","Encontré a Afecto, que me dio un gran alivio."
"Co•l’oste sua, e molto m’allegrai","Con su hospitalidad, me regocijé mucho","Con su acogida, y me regocijé mucho"
"Che ciascun v’era, no•vi trarria corto.","Que todo el mundo estaba allí, no te corto.","Que todos estaban allí, no los acortaré."
"Com’i’ v’ò detto, a tutto lor podere","Como les dije, a toda su granja.","Como les dije, a toda su propiedad."
Lo Dio d’Amor et la sua Baronia,Dios de Amor y su baronía,Deidad de Afecto y su feudo
"Presti eran tutti a far senn’e follia,",Pronto estaban listos para hacer una locura.,Pronto estaban listos para hacer locuras.
Per aconpiérmi tutto ’l mio volere.,Para cumplir con mi voluntad.,Para cumplir toda mi voluntad.
Allor pensai s’i’ potesse vedere,Entonces pensé si podía ver,Entonces pensé si podía observar
Dolze-Riguardo per cosa che sia:,Dolze-Respecto por cualquier cosa.,Dulce-En cuanto a todo.
"Inmantenente Amor a me lo ’nvia,","Amor me lo envió inmediatamente,","Instintivamente, Afecto me lo envió."
Di che mi fecie molto gran piaciere.,Que me hizo un gran placer.,Que me dio un gran placer.
"E que’ sì mi mostrò Bellacoglienza,","Y eso me mostró Bellacoglienza,","Ella me mostró cortesía, bondad y afabilidad."
"Che ’nmantenente venne a salutarmi,",Que inmediatamente vino a despedirse de mí.,Que pronto vino a despedirse de mí
E sì mi fecie grande proferenza;,Y me alegró mucho;,Me hizo feliz.
E po’ sì cominciò a merziarmi,Y entonces empezó a complacerse.,Entonces empezó a regocijarse
"Delle mie gioie, di ch’ell’avea voglenza","Mis alegrías, de las que quería,","De mi felicidad, que había anhelado,"
Di quel presente ancor guiderdonarmi.,Todavía quería compensarme por el presente.,Todavía deseaba recompensarme por el regalo.
"I’ le dissi: «Madonna, grazie rendo","Le dije: ""Señora, muchas gracias.","""Yo le dije: ""Señora, muchas gracias."""
"A voi, quando prender le degniaste,","A ti, para cuando te atraparon,","A ti, para cuando has adquirido,"
Ché tanto forte me ne consolaste,¿Por qué me habéis consolado tanto?,¿ Por qué me ha consolado tan intensamente
C’a pena mai magior gioia atendo;,Que apenas espero una alegría mayor;,Que apenas espero una mayor felicidad;
"E, s’i’ l’ò mai, da voi aver l’atendo.","Y si alguna vez la consigo, la espero en su casa.","Y si alguna vez la consigo, la esperaré de ustedes."
"Sì c’a me piacie se ciò, che pigliaste,","Así que me gusta si lo que has tomado,",Por lo que me satisface si lo que ha conseguido.
"O la persona mia ancora ingagiaste,",O se han comprometido conmigo otra vez.,Habéis hecho un compromiso conmigo.
"O la vendeste, mai non vi contendo».","O lo habéis vendido, no os contradeciré.""","O lo habéis cedido, no me opondré."
Quella mi disse: «Molto gran merzede.,"Ella me dijo: ""Muy gran mérito.","Ella me dijo: ""Enorme reconocimiento."""
"Di me, vi dico, fate ’l somigliante","De mí, os digo, haced lo que se merece.","De mí, os digo, haced lo que conviene."
"C’a bene e a onore i’ v’amo, a•ffede».","Que os amo con afecto y honor.""",Que os amo con ternura y respeto.
Delle sue cose i’ non fu’ rifusante;,"No me rehusé a sus cosas,",No dudé en sus cosas.
"Ma spesso falla ciò, che ’l folle crede:",Pero a menudo sucede lo que el loco cree:,A veces ocurre lo que el loco cree.
Così avenne al buon di ser Durante.,Así que le pasó al buen Ser Durante.,De este modo se produjo para el buen Ser Durante.
"Quand’i’ vidi l’oferta, che faciea,","Cuando vi la oferta que hacía,","Cuando vi la oferta que propuso,"
Del fatto mi’ credett’eser ciertano:,del hecho de que me creías seguro.,de la creencia de que tenías confianza en mí
"Allor sì volli al Fior porre la mano,",Entonces se quiso poner la mano en Flor,Entonces se decidió ayudar a Flor
Che molto ringrossato   mi parea.,Lo cual me pareció muy grande.,Que me parecía extremadamente exagerado.
Lo Schifo sopra me forte correa,El Asqueroso corrió fuerte sobre mí.,El sucio se precipitaba sobre mí.
"Diciendo: «Trat’adietro, mal villano,","Diciendo: ""Atrás, malvado,","Exclamando: ""¡Atrás!, malvado,"
"Che•sse m’aiuti Idio e san Giermano,","Que Dios y San Germán me ayuden,",Que me asistan Dios y santo Germán.
"I’ non son or quel, ch’i’ esser solea.",Ya no soy el único que estaba sola.,Ya no soy lo que solía ser.
E ’l Diavol sì ti ci à ora menato:,Y el Diablo te trajo aquí ahora:,Y el diablo te trajo aquí ahora.
"Se mi trovasti a l’altra volta lento,","Si me encontraste lento la última vez,","Si me creíste vacilante la última vez,"
Or  sie ciertan   ch’i’ ti parrò canbiato.,Ahora asegúrate de que voy a hablar contigo cambiado.,Ahora estás absolutamente convencido de que voy a hablar contigo transformado.
Me’ ti varria che fossi a Benivento!».,"¡Hubiera sido mejor si estuvieras en Benevento!""",¡Hubiera sido mejor si estuvieras en Benevento!
"Allora ’l capezal m’ebe pigliato,",Entonces me agarró el jefe.,Entonces me tomó por el jefe.
E domandò chi era mi’ guarento.,Y preguntó quién era mi garante.,Preguntó quién era mi protector.
"Po’ sentì ’l fatto Vergognia e Paura,","Entonces sentí el hecho Vergüenza y miedo,",Más tarde percibí el remordimiento y el temor.
"Quand’ell’udiron quel villan gridare,","Cuando oyeron a ese villano gritar,","Cuando oyeron a ese malvado gritar,"
"Ciascuna sì vi corse a•llui aitare,","Cada corrida para ayudarlo a él,",Cada una corrió para ayudarlo.
E quello Schifo molto s’assicura.,Y ese asqueroso se fortaleció mucho.,Y esa repulsión se intensificó considerablemente.
"Idio e tutti i santi ciaschun giura,","Dios y todos los santos cada uno jura,","Dios y todos los santos juran cada uno,"
Ched ele ’l mi faranno conperare:,Que me harán arrepentirme:,Que me harán arrepentirme.
Allor ciascun mi cominciò a buttare;,Entonces cada uno comenzó a maltratarme;,Entonces cada uno comenzó a tratarme mal;
Molto mi fecier dispett’e ladura;,Me hicieron mucho daño y dolor;,Me infligieron muchos enfrentamientos y sufrimientos.
"E’ disson ch’i’ avea troppo fallato,",Dijeron que estaba demasiado equivocado.,Afirmaron que había cometido demasiados errores.
"Po’ che Bellacoglienza, per su’ onore,","Porque Bellacoglienza, por su honor,","Porque Bellacoglienza, por su decoro,"
"E lei e ’l suo m’avea abandonato,",Y ella y el suyo me abandonaron a mí.,Ella y el suyo me dejaron atrás.
Ched i’ pensava d’inbolarle il Fiore.,Porque pensé que estaba engañando a la Flor.,Porque pensé que estaba engañando a la Flor.
"Dritt’era, ch’i’ ne fosse gastigato,",Tenías que haber sido castigado.,Era apropiado que me castigaran.
Sì ch’i’ ne stesse ma’ senpre in dolore.,Para que siempre estés en dolor.,De modo que permanecía siempre afligido.
Allor Bellacoglienza fu fermata,Entonces se detuvo la hermosura,Entonces Bellacoglienza fue arrestada.
"Da questi tre portier’ sotto tre porte,",De estos tres guardias bajo tres puertas,Desde estos tres centinelas bajo tres puertas
E’ con una catena molto forte,Con una cadena muy fuerte,Con una cadena robusta
Quella gientil ebero ’ncatenata.,La bondadosa fue encadenada.,La benevolente fue encarcelada.
"Po’ corser sopra me, quella brigata,",Luego corrieron sobre mí esa banda.,Entonces se derramaron sobre mí aquella turba
E disson: «Sopra te cadran le sorte».,"Y dijeron: ""Van a caer sobre ti las suertes.""","Y dijeron: ""Tus fortunas serán decididas."""
"Allor credetti ben riciever morte,",Entonces creí que me iban a matar.,Entonces pensé en enfrentarme al final.
Tanto faciean di me gran malmenata:,"De todos modos, me golpeaban mucho.","De todos modos, me estaban dando una buena paliza."
Sì ch’i’ misericordia domandai,Así que pedí misericordia,Así que supliqué misericordia
"A Paura, a Vergognia, e a quel crudele,","Por el miedo, por la vergüenza, y por el cruel,","Por Temo, por vergüenza, y por ese despiadado."
Ma i•nessuna guisa la trovai.,Pero de ninguna manera la encontré.,Bajo ninguna circunstancia la localicé.
Ciascun sì m’era più amar che fele;,Cada uno era más amargo que hiel;,Cada uno era más árboles que veneno.
Per molte volte «Merzé!» lor gridai:,"Muchas veces grité: ""¡Misericordia!""","Por incontables veces ""Piedad,"" les grité."
Que’ mi diciean: «Per niente bele».,"Ellos me decían: ""Nada bien.""","Ellos me decían: ""Absolutamente feas."""
"Come costor m’andavar tormentando,","Mientras ellos me atormentaban a mí,","Mientras ellos me atormentaban,"
"E l’oste al Die d’Amor si fu sentita,",El hostal de Dios de Amor fue oído,La invocación de Dios de Amor fue oída.
E’ sì cogniobor ch’i’ avea infralita,Así que supieron que había roto.,Así que descubrieron que había violado.
La bocie: inmantenente miser bando,El juramento: inmediatamente ordenaron,El juramento: inmediatamente mandaron
Che ciascun si vada apparechiando,Que cada uno vaya a preparar,Que todo el mundo se prepare
"A me socorere a canpar la vita,","A ayudarme a comprar mi vida,",A salvarme a comprar la existencia.
"Ch’ella sarebe in poco d’or fallita,",Que se perdería en poco tiempo,Que se perdería en poco tiempo.
Sed e’ no•mi veniser confortando.,Si no me hubieran dado consuelo.,Si no me hubieran ofrecido alivio.
"Quando   i portir’ sentiron quel baratto,","Cuando los guardias oyeron trueque,","Cuando los guardias oyeron el trueque,"
Inmantenente tra lor si giuraro,Prometieron inmediatamente entre ellos,Se prometieron instintivamente
"Di non renderla a forza, né a patto;","Que no la devuelvas por la fuerza, ni por el pacto;","Que no la retome con la violencia, ni con el acuerdo."
E que’ di fuor ancor sì si legaro,Y los de afuera también se ataron,Los de fuera también se unieron a ellos.
"Di non partirsi, s’e’ non fosse fatto,","Que no se separen si no lo han hecho,",No se divida a menos que sea necesario.
E di questo tra•llor si fidanzaro.,Y de eso se comprometieron.,Y de eso se declararon novios.
Francheza si venne primiera mente,Franqueza vino primero con decisión,La franqueza llegó primero con firmeza.
"Contra lo Schifo, ch’è molto oltragioso,","Contra el asqueroso, que es muy escandaloso,","Contra lo horrible, que es extremadamente ofensivo."
"E per senbianti fiero e coragioso,","Y para parecer orgulloso y valiente,",Para parecer orgulloso e intrépido.
Ma quella venne molto humile mente.,Pero ella vino muy humildemente.,Pero se presentó con gran humildad.
"Lo Schifo sì ponea tropo ben mente,","La mierda se ponía demasiado bien,",La repugnancia se comportaba muy amablemente.
"Ché ’n ben guardar era molto invioso,","Que estaba muy celoso de mirar bien,",Estaba muy celoso de observar con atención.
Che quella non potesse di nascoso,Que esa no podía esconderse.,Que esa no podía en secreto.
Entrar dentr’a la porta con sua giente.,Entrar en la puerta con su gente.,Entrar en el umbral con su tribu.
"Francheza mise mano ad una lancia,","Franceza puso la mano en su lanza,",La francesa agarró su lanza.
"Sì s’aperse per dare a quel cagnione,","Y se abrió para darle a ese perro,","Se abrió para darle a ese perro,"
E crudel mente   contra lui la lancia.,"y cruelmente la lanza contra él,",Y brutalmente la lanza contra él.
"Lo Schifo si avea in mano un gran bastone,",La mierda tenía un gran palo en la mano.,La asquerosa empuñaba un gran bastón.
"E co•lo scudo il colpo sì•llo schiancia,","Y con el escudo, el disparo se desvió.","Y con el escudo el disparo se desvió, con la defensa el impacto fue extraviado."
"E fiede a•llei, e falla gir boccone.","Y la hirió a ella, haciéndola rodar un bocado.","Ella fue golpeada, haciendola girar como una trompeta."
"La lancia a pezi a pezi à dispezata,","La lanza fue destruida pieza por pieza,",La lanza fue demolida fragmento por fragmento.
"E’ po’ avisa un colpo ismisurato,","Pero entonces fue un disparo desmedido,","De repente, vino un golpe tremendo."
Sì che tutto lo scudo à squartellato:,Y todo el escudo fue desgarrado:,Todo el escudo fue desgarrado.
"Francheza si è in terra rovesciata,","Francheza está derribada,","Franqueza está al revés, volteada."
"E que’ de’ colpi fa gran dimenata,",Y la herida hizo un gran ruido.,Y la de las lesiones hizo un gran ruido.
"E la bella «Merzé!» gli à domandato,","¡Y la bella Merze! le preguntó,",¡Y la maravillosa Merze!
Sì ch’a Pietà ne prese gran peccato:,"Hasta que la piedad tomó un gran pecado,",Hasta que la piedad tomó una gran culpa.
Verso il villan sì•ss’è adirizata,Hacia el villano se enfureció,Hacia el inicuo se ha enfadado.
"E con uno spuntone lo gì pungiendo,",Y con una púa le estaba picando.,"Y con una punta, lo estaba apuñalando."
"E di lagrime tuttora il bagniava,","Y todavía se mojaba de lágrimas,",Aún lloraba.
"Sì che ’l villan si venia rendendo,",Hasta que el villano se reía,Hasta que el malvado se ríe.
C’aviso gl’iera ched egli afogava.,Desde que pensaba ahogarse.,Desde que temía ahogarse.
"Allor Vergognia vi venne corendo,",Entonces se avergonzaba cuando corrió,"Entonces, Vergüenza llegó corriendo."
Perché lo Schifo «Socorso!» gridava.,¡Porque el asqueroso gritaba Ayuda!,¡Porque el sucio gritaba Socorro!
"Vergognia si venne contra Pietade,","Vergüenza se opuso a la piedad,",El remordimiento se opuso a la compasión.
E molto forte mente la minaccia;,Y la amenazó con mucha fuerza;,Y la amenazó con gran fuerza;
"E quella, che dottava sua minaccia,","Y ella, que sabía cómo responder a las amenazas,","Ella, que era experta en responder a la intimidación."
"Sì s’aparechia a mostrar  sua bontade,","Preparándose para mostrar su bondad,",Se preparaba para demostrar su bondad.
Ché ben conoscie sua diversitade.,Porque conocía bien la diversidad,Puesto que estaba bien informado sobre la variedad
"Vergognia a una spada la man caccia,","Vergüenza agarró la espada con una mano,",Arrepentido agarró la espada con una mano.
Sì disse: «I’ vo’ ben che ciaschedun saccia,"Y dijo: ""Quiero que cada uno sepa","""Y declaró: ""Deseo que todos sepan."""
Ched i’ te pagherò di tue derate!».,"Que te pagaré por tu error.""",Que te compensaré por tu error.
"Allora alza la spada a•llei fedire,","Entonces levantó la espada para golpearla,",Entonces levantó la hoja para atacarla.
"Ma Diletto si venne a•llei atare,","Pero Amado intervino para protegerla,",Pero Diletto intercedió para salvarla.
"E di suo scudo la sepe coprire,","Y con su escudo la cubrió,",Y con su armadura la defensa.
E poi si torna per lei vendicare.,Y luego regresó para vengarse de ella.,Así que regresó para ganarse la vida.
Ma Vergognia sapea sì lo schermire,"Pero Vergognia sabía defenderse,",Pero Vergognia estaba bien preparada.
Che que’ no•lla potea magagniare.,Para que no pudiera hacerle nada.,De tal manera que no pudo hacerle nada.
"Vergognia mise allor man a la spada,","Vergüenza le dio la mano a la espada,","Humillación agarró la hoja,"
E sì se ne vien dritta ver’ Diletto.,Y se dirigió directamente a Diletto.,Y se dirigió directamente al placer.
"Inmantenente lo scudo ebe al petto,","Inmediatamente el escudo tuvo en el pecho,",El escudo se colocó instantáneamente en el pecho.
"E disse: «Come vuole andar, sì vada,","Y dijo: ""Ve lo que tienes que hacer,","Y declaró: ""Proceda como debe,"
"Chéd i’ te pur farò votar la strada,","Pero voy a hacer que se arrepienta de su camino,",Pero voy a hacer que se arrepienta de su elección.
O tu farai di piana terra letto!».,"O te acostaré en el suelo.""",Haré que te maten en el suelo.
"Allor lo fie’ co•molto gran dispetto,","Entonces lo golpeó con gran ira,","Entonces lo golpeó con gran furia,"
"Come colei, c’a uciderlo bada:",Como la que quería matarlo:,Como el que quería eliminarlo
"Sì che l’uccide giù tutto stenduto,",Lo mató ahí tirado.,Lo deshizo allí tumbado.
E sì li avrebe fesso insino a’ denti.,Y podría haberle herido hasta los dientes.,Podría haberle herido hasta el hueso.
"Ma quando Ben-Cielar l’ebe veduto,","Pero cuando Ben-Cielar lo vio,","Cuando Ben-Cielar lo vio,"
"Perciò ch’egli eran distretti parenti,","Como eran parientes cercanos,","Porque eran consanguineos,"
Inmantenente sì gli fecie aiuto.,Inmediatamente le prestó ayuda.,Enseguida le ofreció ayuda.
Vergognia disse: «I’ vi farò dolenti!».,"Vergüenza dijo: ""¡Voy a haceros sufrir!""","Vergüenza declaró: ""¡Os traeré tormento!"""
"Molt’era buon guerrier, quel Buon-Cielare,","Era un guerrero muy bueno, el Buen Celar,","Era un valiente luchador, el Generoso-Cielar."
"Alzò la spada, e sì fiede Vergognia:","Levantó la espada, y hirió la Vergüenza.",Levantó el cuchillo y le dio un golpe a la deshonra.
"Sì gran colpo, ched ella tutta ingrogna,","El disparo fue tan fuerte que ella está toda engrupada,","El disparo fue tan poderoso que ella está toda cejada,"
E poco ne fallì d’a•tterra andare.,Y casi la derribó.,Ella casi la derribó.
"E’ poi la cominciò a predicare,","Entonces comenzó a predicar,",Empezó a proclamar.
E disse: «Tu non temi aver vergogna,"Y dijo: ""No temes avergonzarte,","Y dijo: ""No tienes miedo de sentir vergüenza,"
"Di me, chéd e’ nonn-à, di qui a Bolognia,","de mí, ¿Por qué no está, de aquí a Bolonia,","de mí, ¿Por qué no está, de aquí a Bolonia,"
"Nessun, c’un fatto saccia me’ cielare","Nadie que sepa de mi cielo,",Nadie que sepa de mi proyecto.
"Che saprò io, e perciò porto i’ ’l nome».","Que yo sabré, y por eso llevo el nombre","Que yo conozco, y por eso me llamo sabio."
Vergogna   sì non sepe allor che dire.,La vergüenza no supo qué decir.,La vergüenza no supo qué expresar.
"Paura lo sgridò: «Cugina, come","El temor la reprendió: ""Cugina, como","El miedo la reprendió: ""Parece, como"
À’ tu perduto tutto tuo ardire?,¿Has perdido todo tu valor?,¿Has perdido toda tu audacia?
"Or vegh’i’ ben che vita tropp’ò durome,","Ahora veo que la vida es demasiado dura,","Ahora constato que la vida es demasiado difícil,"
Quando tu ài paura di morire».,"Cuando tienes miedo de morir.""",Cuando tienes miedo de morir.
"A la sua spada mise man Paura,","El miedo puso mano a su espada,","El miedo impugnó su espada,"
"Per soccorer Vergogna, sua vicina.","Para ayudar a la Vergüenza, su vecina.","Para aliviar la desgracia, su compañera."
"A Ben-Cielar diè per sì grande aina,","Ben Celar sufrió una herida tan grande,",Ben Celar sufrió una lesión tan grave.
Ched e’ fu de la vita inn-aventura.,Que fue el fin de su vida.,Que marcó la conclusión de su existencia.
Contra lei battaglia poco dura:,Poco dura La batalla contra ella:,Breve es La lucha contra ella.
Ardimento s’occorse a la miccina,"El valor ayudó a la niña,",El valor ayudó a la joven.
"Con una spada molto chiara e fina,","Con una espada muy clara y fina,",Con una hoja brillante y delgada.
E sì•lle fecie molto gran paura.,Y la asustó mucho.,Y le causó una gran inquietud.
"Ma tuttavia Paura   si conforta,","Pero sin embargo, el miedo se fortaleció,","Sin embargo, el temor se calmaba."
"E prese cuore in far sua difensione,","Y se atrevió a defenderse,",Se atrevió a protegerse.
E disse c’ameria me’ d’esser morta,Y dijo que preferiría estar muerta.,Expresó que sería mejor si muriera.
C’Ardimento le tolga sua ragione.,En lugar de perder la razón.,En vez de disipar tu lucidez.
"Allora in testa gli diè tal iscorta,","Entonces dio un golpe tan fuerte,","Entonces dio un golpe vigoroso, poderoso."
Ched ella ’l mise giù in terra boccone.,Que la hizo caer al suelo como un payaso.,Que la hizo caer al suelo como a una masa.
Quando Sicurtà vide c’Ardimento,Cuando Seguridad vio que Coraje,Cuando Vigilancia notó que Audacia
"Contra Paura avea tutto perduto,",Lo había perdido todo contra Miedo.,Lo había perdido todo contra la estremecimiento.
"Sì corse là per dargli il su’ aiuto,",Se apresuró a darle su ayuda.,"Se apresuró a darle su apoyo,"
E cominciò il su’ torniamento.,Y comenzó su conversión.,Comenzó su transformación.
Ma contra lei non ebe duramento.,Pero contra ella no se resistió.,Pero contra ella no se resistía.
"Paura quello stormo ebe vincuto,","Miedo ganó esa transferencia,",Terror triunfó sobre ese ave.
"E anche un altro, s’e’ vi fosse essuto,","Y otro, si hubiera estado allí,",Incluso si hubiera habido otro.
Ma Sicurtà si ebe acorgimento:,Pero Seguridad se dio cuenta:,Pero Seguridad se hizo consciente
Ispada e scudo gittò tosto in terra,Echó espada y escudo al suelo,Lanzó espada y escudo a tierra
"E mantenente, con anbo le mani,","Y se mantuvo con las dos manos,",Ejerció un apretón con ambas manos.
A le tenpie a Paura sì s’aferra.,Agarró las sienes de Miedo.,Agregó las mejillas de Aprendizaje.
"E gli altri, ch’eran tutti lassi e vani,","Y los demás, que eran débiles e inútiles,","Los otros, que eran todos exiliados e insignificantes."
Ciascun si levò suso e sì s’aferra,Cada uno se levantó y se agarró,Cada uno se levantó y se apoderó
"A quella zuffa, com’e’ fosser cani.","A esa pelea, como si fueran perros.","En esa pelea, como si fueran lobos."
"Molto durò tra•llor quella battaglia,","Duró mucho esa batalla,",Persistió esa pelea.
Che ciascun roba e carni vi si straccia.,Que cada uno rasgaba ropa y carne.,Que cada uno desfilaba ropa y carne.
L’un l’altro abatte per forza di braccia.,El uno derribaba al otro con fuerza de brazos.,El uno abrumaba al otro con vigor muscular.
"Non fu veduta mai tal trapresaglia,","Nunca se vio tal ferocidad,",Nunca se observó tal crueldad.
Ché que’ d’entro facien troppo gran taglia,¿Por qué los de adentro hacían demasiadas recompensas?,Porque los de adentro eran demasiado numerosos.
Di que’ di fuor. Amor allor procaccia,De los que están afuera.,De los externos. Entonces Afecto búsqueda
Che tra lor una trieva sì si faccia,Que se haga paz entre ellos,Que se llegue a una conciliación entre ellos
"Di venti dì, o di più, che me’ vaglia;","Por veinte días, o más, que me importa;","Durante veinte días, o más, que me interesa;"
"Ch’e’ vede ben che mai quella forteza,",Porque ve bien que esa fuerza,Porque reconoce claramente que esa potencia
"Se•lla madre non v’è, non prenderebe.","Si su madre no está, no lo hará.","Si no está presente, no tomaría"
Allor la manda a chieder per Francheza.,Entonces la manda a llamar por Francheza.,Entonces la envía a preguntar por Gravedad.
Contra colei sa ben non si terebe:,Sabe contra usted que no resistiría:,"En su contra, sería impotente."
"Ché, s’ella il su’ brandon ver’ lor adreza,","Porque si su espada apunta hacia ellos,","Porque si ella frota su espada hacia ellos,"
Imantenente tutti gli arderebe.,Inmediatamente los quemaría a todos.,Instintivamente los quemaría a todos.
"Francheza sì s’è de l’oste partita,",Francheza se alejó del albergue,Franqueza se alejó de la posada.
E Amor sì•ll’à ben incaricato,Y Amor le encargó,El amor le ha confiado la tarea.
"Ch’e’•lli dica, a la madre, ogne su’ stato:","Que le diga a su madre, cada estado:","que usted afirma, a la madre, todos sus sentimientos."
"Com’egli è a gran rischio de la vita,",cómo está en gran peligro de vida,como él está en grave peligro de muerte
E che sua forza è molto infiebolita;,"y su fuerza está muy debilitada,","y su poder está muy debilitado,"
Ch’ella faccia che per lei si’ aiutato.,Que se asegure de que se le ayude.,Asegúrate de que te ayude.
"Allor Francheza sì à cavalcato,",Entonces Francheza montó a caballo,Entonces Francheza subió a caballo.
"E dritto a Ciecierono sì se n’è ita,","y se fue directamente a Ceciérono,",Se fue directamente a Ceciérono.
Credendo che vi fosse ca’ diessa.,"Creyendo que había casa de la diosa,","Creyendo que había morada de la divinidad,"
"Ma el’era ita   in boscho per cacciare,",Pero fue al bosque a cazar.,Pero fue al bosque a cazar.
Sì che Francheza n’andò dritt’a essa.,Así que Francheza se dirigió directamente a ella.,Así que Francheza fue directamente a verla.
"Sott’una quercia la trovò ombreare,","La encontró bajo un roble descansando,",La descubrió bajo un roble para relajarse.
"Quella sì tosto in ginochie s’è messa,",La de rodillas se puso de rodillas.,Aquella se postró inmediatamente
E dolzemente l’ebe a salutare:,Y dulcemente la saludó:,"Por favor, le saludó."
"«Molte salute, madonna, v’aporto","Mi señora, le traigo muchos saludos.","Mi Soberana, os envío mis más cordiales saludos."
Dal vostro figluolo; e’ priegavi per Dio,"de vuestro hijo, y oraros por Dios,","De su hijo, y suplicar por Dios."
"Che ’l socoriate, od egli è in punto rio,","que le ayudes, o él está en un momento difícil,","que le ayuden, o él está en una situación compleja."
Ché Gielosia   gli fa troppo gran torto;,Porque Celos le hace un mal demasiado grande;,Porque Envidia le hace una grave injusticia.
Ch’e’ nonn-à guar ched e’ fu quasi morto,No ha sanado desde que casi lo matan.,No se recuperó desde que casi fue asesinado.
"In una battaglia, nella qual fu’ io.",En una batalla en la que yo estaba.,En una cuestión en la que yo estaba presente.
"Ancor si par ben nel visagio mio,","Aún se ve muy bien en mi cara,","Se ve claramente en mi cara,"
Che molto mi vi fu strett’ed atorto».,que mucho he sido apretado y maltratado.,que mucho he sido angustiado y abusado.
"Allor Venusso fu molto crucciata,","Entonces Venus estaba muy enfadada,","Entonces Venus se enfadó mucho,"
E disse ben che•lla forteza fia,Y dijo que la fuerza será,con él Y declaró que el poder estaría con él.
